idhs,tinhtrang,mahs,idhs,mahs,vitri,,diachi,phuongxa,quanhuyen,tinhtp,ngaylap, dato_dientich , dato_dongia ,toadomaps
20934,9,M2795a,20934,M2795a,"+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng Liàn T?nh Minh H?ng - D?u Ti?ng, bàn c?nh d? †n Ph£c H?ng Golden, g?n ???ng tr†nh ???ng s? 8)",,"Th?a 159, t? 16, ?p 5",X? Minh H?ng,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-10 18:13:51.307, 150.00 ," 15,152,068.00 ","11.4809906,106.5831341"
21128,9,M2795c,21128,M2795c,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng Liàn T?nh Minh H?ng - D?u Ti?ng (thu?c d? †n Ph£c H?ng Golden)),,"Th?a 320, t? 15, ?p 5",X? Minh L?p,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-10 18:21:04.390, 100.00 ," 19,509,093.00 ","11.478431, 106.576575"
19820,9,M2033,19820,M2033,+ V? tr°: 1 (M?t ti?n ???ng ???ng n?i b? <14m Khu dÉn c? Cìng ty Nam Long (ph??ng Ph£ Thu?n)),,"Th?a 80, t? 58",Ph??ng Ph£ Thu?n, Qu?n 7,H? Ch° Minh,2022-08-11 18:01:11.080, 157.00 ," 77,968,213.00 ","10.73041345148784, 106.7344615556662"
20159,9,M2253b,20159,M2253b,+ V? tr°: 1,,"Th?a 92, t? 15, Thìn XuÉn M?",X? Ninh Th?,Th? x? Ninh Hïa,Kh†nh Hïa,2022-08-15 10:16:34.503, -   ," 531,130.00 ","12.561233, 109.207497"
20637,9,M2594b,20637,M2594b,+ V? tr°: 1,,236 Phan V?n HÉn,Ph??ng 17,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-08-15 11:04:09.500, 24.80 ," 221,886,428.00 ","10.7944643, 106.7029632"
22233,9,M3010b,22233,M3010b,+ V? tr°: 1,,"355A Bçnh Tr? ?ìng, kp4",Ph??ng Bçnh Tr? ?ìng A,Qu?n Bçnh TÉn,H? Ch° Minh,2022-08-15 16:51:54.333, 242.80 ," 94,975,405.00 ","10.771903, 106.609119"
18181,9,M1531a,18181,M1531a,+ V? tr°: 1,,"th?a 21, t? 69 - KCN D?t May Nh?n Tr?ch",X? Hi?p Ph??c,Huy?n Nh?n Tr?ch,??ng Nai,2022-08-17 14:38:57.260, -   , -   ,"10.704615, 106.928585"
22351,9,M1531b,22351,M1531b,+ V? tr°: 1,,"CTXD t?i th?a 21, t? 69 - KCN D?t May Nh?n Tr?ch",X? Hi?p Ph??c,Huy?n Nh?n Tr?ch,??ng Nai,2022-08-17 14:50:26.293, -   , -   ,"10.704628, 106.928075"
18263,9,M1603a,18263,M1603a,"+ V? tr°: 1, m?t ti?n ???ng 239",,"Th?a 123, t? 82, kp4",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-18 11:31:15.313, 100.00 ," 26,241,050.00 ","11.419047, 106.608942"
16795,9,M0499,16795,M0499,+ V? tr°: 1,,"Th?a 220, t? 04, ?p Thanh S?n",X? Thanh An,Huy?n H?n Qu?n,Bçnh Ph??c,2022-08-18 15:00:37.503, -   , -   ,"11.756311, 106.695905"
17496,9,M1008a,17496,M1008a,+ V? tr°: 1,,"Th?a 02, t? 1167, thìn Ph??c L?c",X? Ph??c T°n,Th? x? Ph??c Long,Bçnh Ph??c,2022-08-18 15:23:26.603, 100.00 ," 2,391,171.00 ","11.793155, 107.010537"
21012,9,M2845,21012,M2845,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng 2 th†ng 4 (Qu?c L? 13)),,"Th?a 8, t? 55, ?p 2",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-19 11:43:21.127, 300.00 ," 20,788,937.00 ","11.435990, 106.615735"
21011,9,M2844,21011,M2844,"+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng Tì Hi?n ThÖnh, ti?p gi†p h?m hìng ~4m)",,"Th?a 236, t? 33, kp 7",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-19 11:53:19.380, 200.00 ," 28,283,660.00 ","11.408034, 106.615384"
21127,9,M2927,21127,M2927,+ V? tr°: 1 (M?t ti?n ???ng ???ng n?i b?),,"Th?a 949, t? 18",Ph??ng H?c D?ch,Th? x? Ph£ M?,BÖ R?a V?ng TÖu,2022-08-19 11:55:09.300, 100.00 ," 28,000,000.00 ","10.6348, 107.119"
22287,9,M3049,22287,M3049,+ V? tr°: 1,,217 Nguy?n V?n L??ng,Ph??ng 10,Qu?n Gï V?p,H? Ch° Minh,2022-08-20 17:35:39.380, 120.10 ," 197,843,049.00 ","10.838528, 106.673274"
16789,9,M0497a,16789,M0497a,+ V? tr°: 1,,"Th?a 01, t? 507-2021, thìn 7",X? Long Giang,Th? x? Ph??c Long,Bçnh Ph??c,2022-08-22 15:40:17.893, -   , -   ,"11.845638, 106.946078"
16789,9,M0497a,16789,M0497a,+ V? tr°: 1,,"Th?a 01, t? 507-2021, thìn 7",X? Long Giang,Th? x? Ph??c Long,Bçnh Ph??c,2022-08-22 15:40:17.893, -   , -   ,"11.845638, 106.946078"
22261,9,M3031b,22261,M3031b,+ V? tr°: 1,,"Th?a 1748, t? 10, T? dÉn ph? Ph£ Th? 1",X? Ninh ?ìng,Th? x? Ninh Hïa,Kh†nh Hïa,2022-08-22 16:28:41.660, 202.00 ," 22,757,113.00 ","12.542987, 109.216451"
22263,9,M3031d,22263,M3031d,+ V? tr°: 1,,"Th?a 143, t? 14, T? dÉn ph? M? L??ng",Ph??ng Ninh Th?y,Th? x? Ninh Hïa,Kh†nh Hïa,2022-08-22 16:39:19.503, -   , -   ,"12.51976696547282, 109.23225784896599"
21173,9,M2960b,21173,M2960b,+ V? tr°: 1,,154 ???ng BÖu C†t 1,Ph??ng 12,Qu?n TÉn Bçnh,H? Ch° Minh,2022-08-23 10:51:24.470, 64.00 ," 189,607,679.00 ","10.793094, 106.645898"
23378,9,M3127,23378,M3127,+ V? tr°: 1,,"49C ???ng 14, kp3",Ph??ng An Kh†nh, Qu?n 2,H? Ch° Minh,2022-08-23 11:41:10.680, 61.90 ," 144,562,979.00 ","10.789454, 106.733705"
21097,9,M2908a,21097,M2908a,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Tri Ph??ng),,50 Nguy?n Tri Ph??ng,Ph??ng Ph£ H?i,ThÖnh ph? Hu?,Th?a Thiàn Hu?,2022-08-23 15:14:54.870, 94.40 ," 148,517,893.00 ","16.4653060, 107.5934851"
21098,9,M2908b,21098,M2908b,+ V? tr°: 1 (M?t ti?n ???ng Là Du?n),,520 Là Du?n,Ph??ng Ph£ Thu?n,ThÖnh ph? Hu?,Th?a Thiàn Hu?,2022-08-23 15:17:41.040, 612.60 ," 32,658,403.00 ","16.4747020, 107.5602117"
19714,9,M1954,19714,M1954,"+ V? tr°: 1, M?t ti?n Là Sao",,82A Là Sao,Ph??ng Ph£ Th?nh,Qu?n TÉn Ph£,H? Ch° Minh,2022-08-23 16:41:10.187, 67.00 ," 103,860,925.00 ","10.781764, 106.627073"
22321,9,M3070,22321,M3070,+ V? tr°: 1,,87 ???ng s? 17,Ph??ng 12,Qu?n Gï V?p,H? Ch° Minh,2022-08-23 16:41:31.620, 106.20 ," 91,571,447.00 ","10.841349, 106.641798"
22250,9,M3024,22250,M3024,+ V? tr°: 1 (M?t ti?n ???ng Bói Cìng Minh),,"Th?a 1415 t? 33, kp5",Ph??ng H?c D?ch,Th? x? Ph£ M?,BÖ R?a V?ng TÖu,2022-08-23 22:23:07.033, 100.00 ," 28,000,000.00 ","10.636839, 107.119810"
20908,9,M2778,20908,M2778,+ V? tr°: 1,,"Th?a 21, t? 53",Th? tr?n C? Chi,Huy?n C? Chi,H? Ch° Minh,2022-08-24 10:09:47.747, 148.40 ," 16,797,571.00 ","10.965785, 106.497202"
22223,9,M3006a,22223,M3006a,+ V? tr°: 1 (M?t ti?n ???ng ???ng D6),,"Th?a 2101, t? 25",Ph??ng TÉn ?ìng Hi?p,ThÖnh Ph? D? An,Bçnh D??ng,2022-08-24 22:14:55.457, 67.50 ," 35,700,000.00 ","10.919402, 106.781493"
22224,9,M3006b,22224,M3006b,+ V? tr°: 1 (M?t ti?n ???ng K),,"Th?a 1014, t? 99, kp Nh? ??ng 2",Ph??ng D? An,ThÖnh Ph? D? An,Bçnh D??ng,2022-08-24 22:44:23.290, 97.50 ," 63,618,369.00 ","10.888875, 106.762742"
22225,9,M3006c,22225,M3006c,+ V? tr°: 1 (M?t ti?n ???ng N1),,"Th?a 1693, t? 24",X? Tr? V?n Th?,Huy?n BÖu BÖng,Bçnh D??ng,2022-08-24 23:21:18.030, 146.20 ," 18,218,043.00 ","11.342452, 106.601067"
19972,9,M2140a,19972,M2140a,+ V? tr°: 1 (M?t ti?n ???ng Tì V?nh Di?n),,"Th?a 2897, t? 24, kp TÉn Hïa",Ph??ng ?ìng Hïa,ThÖnh Ph? D? An,Bçnh D??ng,2022-08-25 15:04:12.637, 224.00 ," 46,316,128.00 ","10.882515, 106.786343"
22237,9,M3006d,22237,M3006d,+ V? tr°: 1 (M?t ti?n ???ng N1),,"Th?a 1692, t? 24",X? Tr? V?n Th?,Huy?n BÖu BÖng,Bçnh D??ng,2022-08-25 15:09:09.520, 197.00 ," 19,882,931.00 ","11.342398, 106.600987"
19973,9,M2140b,19973,M2140b,+ V? tr°: 1 (M?t ti?n ???ng ???ng vÖnh ?ai ??i h?c qu?c gia),,"Th?a 3750, t? 24, kp TÉn Hïa",Ph??ng ?ìng Hïa,ThÖnh Ph? D? An,Bçnh D??ng,2022-08-25 15:11:47.363, 909.90 ," 44,846,544.00 ","10.884847, 106.783271"
19974,9,M2140c,19974,M2140c,+ V? tr°: 1 (M?t ti?n ???ng Tì V?nh Di?n),,"Th?a 3752, t? 24, kp TÉn Hïa",Ph??ng ?ìng Hïa,ThÖnh Ph? D? An,Bçnh D??ng,2022-08-25 15:18:41.717, 186.30 ," 46,685,207.00 ","10.882472, 106.786384"
22364,9,M3103,22364,M3103,+ V? tr°: 1 (M?t ti?n ???ng T¢c Tiàn ),,C-76 Khu ?ì th? Dragon Village,Ph??ng Ph£ H?u, Qu?n 9,H? Ch° Minh,2022-08-25 17:47:36.957, 90.00 ," 50,687,040.00 ","10.787374, 106.809326"
22364,9,M3103,22364,M3103,+ V? tr°: 1 (M?t ti?n ???ng T¢c Tiàn ),,C-76 Khu ?ì th? Dragon Village,Ph??ng Ph£ H?u, Qu?n 9,H? Ch° Minh,2022-08-25 17:47:36.957, 90.00 ," 50,687,040.00 ","10.787371, 106.809323"
23454,9,M3180,23454,M3180,+ V? tr°: 1,,20B Phan Chu Trinh,Ph??ng TÉn ThÖnh,Qu?n TÉn Ph£,H? Ch° Minh,2022-08-26 11:38:50.353, 249.80 ," 99,041,714.00 ","10.7949, 106.6366"
23477,9,M0282a,23477,M0282a,"+ V? tr°: 1, m?t ti?n ???ng ?T756B",,"Th?a 238, t? 20, ?p 1",X? ??ng N?,Huy?n H?n Qu?n,Bçnh Ph??c,2022-08-26 15:12:58.530, 100.00 ," 18,295,866.00 ","11.565929, 106.583536"
21053,9,M2877a,21053,M2877a,+ V? tr°: 1,,"Th?a 25, t? 41, kp Trung L?i",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-26 15:33:20.270, 168.00 ," 33,366,440.00 ","11.4276,106.6394"
21055,9,M2877c,21055,M2877c,+ V? tr°: 1 (M?t ti?n ???ng MT HoÖng Hoa Th†m),,"Th?a 44, t? 39, kp Trung L?i",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-26 16:49:16.753, 234.00 ," 14,260,932.00 ","11.427756, 106.629728"
21066,9,M2885,21066,M2885,+ V? tr°: 1,,"Th?a 6, t? 16, kp Trung L?i",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-26 17:05:45.343, 300.00 ," 22,759,697.00 ","11.432814, 106.648381"
22201,9,M2990,22201,M2990,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng Phan ?çnh Phóng Lì 19-C?m N8),,"Th?a 15, t? 39, kp Trung L?i",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-28 18:50:12.950, 225.00 ," 13,529,631.00 ","11.428299, 106.630625"
21174,9,M2961,21174,M2961,+ V? tr°: 1,,"Th?a 5548, t? 58",Ph??ng M? Ph??c,Th? x? B?n C†t,Bçnh D??ng,2022-08-29 15:10:38.283, 115.00 ," 24,833,399.00 ","11.140018, 106.608836"
21122,9,M2923,21122,M2923,+ V? tr°: 1 (M?t ti?n ???ng H?ng Ph??c 2),,"Th?a 1393-70, t? 06",Ph??ng TÉn Phong, Qu?n 7,H? Ch° Minh,2022-08-30 10:35:38.660, 111.00 ," 199,331,892.00 ","10.731469,106.708190"
23388,9,M3134d,23388,M3134d,+ V? tr°: 1 (M?t ti?n ???ng ??ng Thóy TrÉm),,98A ??ng Thóy TrÉm,Ph??ng 13,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-08-30 11:36:42.937, 316.80 ," 134,436,688.00 ","10.828495, 106.703058"
23384,9,M3132,23384,M3132,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n ?i Qu?c),,"Th?a 179, t? 37, T? 1, kp1",Ph??ng Tr?ng DÖi,ThÖnh ph? Biàn Hïa,??ng Nai,2022-08-30 14:12:46.867, 200.00 ," 47,755,900.00 ","10.968996, 106.863604"
23385,9,M3134a,23385,M3134a,+ V? tr°: 1,,445/29/4 N? Trang Long,Ph??ng 13,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-08-30 15:36:08.003, 71.60 ," 167,902,387.00 ","10.823744, 106.704881"
23387,9,M3134c,23387,M3134c,+ V? tr°: 1,,445/29/2 N? Trang Long,Ph??ng 13,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-08-30 16:03:30.067, 71.60 ," 167,902,387.00 ","10.823750, 106.704932"
21064,9,M2883,21064,M2883,+ V? tr°: 1 (M?t ti?n ???ng Qu?c l? 14),,"Th?a 521, t? 14, ?p 4",X? Minh L?p,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-30 16:54:03.847, 100.00 ," 42,039,938.00 ","11.517196, 106.745111"
21114,9,M2919,21114,M2919,+ V? tr°: 1 (M?t ti?n ???ng Tr?n Ph£),,"Th?a 47, t? 30",X? Ph??c Thi?n,Huy?n Nh?n Tr?ch,??ng Nai,2022-08-31 11:06:26.740, 100.00 ," 49,537,604.00 ","10.752726, 106.924276"
22285,9,M3047,22285,M3047,+ V? tr°: 1 (M?t ti?n ???ng ??ng Nh? Mai),,"Th?a 507, t? 9",Ph??ng  Th?nh M? L?i, Qu?n 2,H? Ch° Minh,2022-08-31 11:08:13.310, 131.50 ," 251,450,000.00 ","10.773672, 106.756708"
23417,9,M3154,23417,M3154,+ V? tr°: 1 (M?t ti?n ???ng ???ng s? 34 - K?T An Ph£ - An Kh†nh khu C),,"50 ???ng 34, kp5",Ph??ng An Ph£, Qu?n 2,H? Ch° Minh,2022-08-31 17:05:08.937, 80.00 ," 145,444,672.00 ","10.792498, 106.740010"
22217,9,M3004,22217,M3004,+ V? tr°: 1 (M?t ti?n ???ng ???ng Quang Trung),,"38 Quang Trung, Kh¢m 6",Ph??ng 4,ThÖnh ph? TrÖ Vinh,TrÖ Vinh,2022-09-05 10:37:52.307, 235.20 ," 25,123,249.00 ","9.942302, 106.344870"
22221,9,M2849f,22221,M2849f,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng DT757),,"Th?a 91, t? 11, thìn TÉn Hi?p 2",X? Bó Nho,Huy?n Ph£ Ri?ng,Bçnh Ph??c,2022-09-06 11:28:30.433, 100.00 ," 17,042,271.00 ","11.733944, 106.868750"
19684,9,M1932b,19684,M1932b,+ V? tr°: 1 (M?t ti?n ???ng ???ng D18),,"Th?a 2408, t? 62, kp TÉn Th?ng",Ph??ng TÉn Bçnh,ThÖnh Ph? D? An,Bçnh D??ng,2022-09-08 11:08:50.793, 400.90 ," 27,115,198.00 ","10.931064, 106.774213"
23611,9,M3281,23611,M3281,+ V? tr°: 1 (M?t ti?n ???ng ???ng Ph£ Ri?ng ??),,"Th?a 24, t? C?m M-26",Ph??ng TÉn Ph£,Th? x? ??ng XoÖi,Bçnh Ph??c,2022-09-08 12:13:52.030, 119.20 ," 63,052,990.00 ","11.540046, 106.902848"
22294,9,M3055a,22294,M3055a,+ V? tr°: 1 (M?t ti?n ???ng ???ng liàn x?),,"th?a 780, t? 27",X? La?ng Da?i,Huy?n ??t ??,BÖ R?a V?ng TÖu,2022-09-08 15:17:55.623, 43.50 ," 9,920,164.00 ","10.511329, 107.332921"
20724,9,M2652a,20724,M2652a,+ V? tr°: 1 (M?t ti?n ???ng V? V?n T?n),,"Th?a 37, t? 70",X? Hi?p Ph??c,Huy?n Nh?n Tr?ch,??ng Nai,2022-09-09 09:33:25.560," 40,350.00 "," 3,165,674.00 ","10.700759, 106.930525"
23639,9,M3291,23639,M3291,+ V? tr°: 1 (M?t ti?n ???ng MT ???ng n?i b? KDC Lucasta),,3 ???ng N9C,Ph??ng Ph£ H?u, Qu?n 9,H? Ch° Minh,2022-09-14 16:04:24.170, 321.00 ," 113,604,927.00 ","10.802379, 106.796139"
23471,9,M3186,23471,M3186,+ V? tr°: 1 (M?t ti?n ???ng DN6),,"Th?a 502, t? 29",X? Ph??c Thi?n,Huy?n Nh?n Tr?ch,??ng Nai,2022-09-14 20:23:33.683, 96.00 ," 26,413,399.00 ","10.7524, 106.9194"
23389,9,M3135,23389,M3135,+ V? tr°: 1 (M?t ti?n ???ng Là V?n Mi?n),,39 Là V?n Mi?n,Ph??ng Th?o ?i?n, Qu?n 2,H? Ch° Minh,2022-09-15 15:55:58.477, 756.40 ," 176,252,851.00 ","10.805593, 106.734033"
22241,9,M3017,22241,M3017,+ V? tr°: 1 (M?t ti?n ???ng Gi?ng Ao),,"Th?a 741-742, t? 31",Ph??ng C?n Th?nh N,Huy?n C?n Gi?,H? Ch° Minh,2022-09-15 16:37:59.733, 569.00 ," 31,602,222.00 ","10.41189367352672, 106.95031531912927"
23679,9,M3320,23679,M3320,+ V? tr°: 1,,"27 ???ng 34, kp2",Ph??ng Bçnh Tr?ng TÉy, Qu?n 2,H? Ch° Minh,2022-09-16 11:15:57.950, 57.50 ," 70,636,321.00 ","10.786243511361485, 106.7582290356381"
23510,9,M3215,23510,M3215,+ V? tr°: 1 (M?t ti?n ???ng Hu?nh V?n M?t),,409/71 L?y B†n B°ch,Ph??ng Hi?p TÉn,Qu?n TÉn Ph£,H? Ch° Minh,2022-09-20 14:37:42.317, 67.20 ," 114,814,284.00 ","10.7750101, 106.6302055"
23542,9,M3234a,23542,M3234a,+ V? tr°: 1 (M?t ti?n ???ng Hu?nh T?n Ph†t),,"28/8A Hu?nh T?n Ph†t, kp6",Th? tr?n NhÖ Bä,Huy?n NhÖ Bä,H? Ch° Minh,2022-09-21 15:10:26.527, 179.00 ," 119,778,726.00 ","10.697025583845873, 106.73941869415971"
23563,9,M3234d,23563,M3234d,+ V? tr°: 1 (M?t ti?n ???ng Hu?nh T?n Ph†t),,"Th?a 536, t? 21, kp5",Th? tr?n NhÖ Bä,Huy?n NhÖ Bä,H? Ch° Minh,2022-09-21 15:14:32.710, 361.70 ," 100,262,679.00 ","10.699275902180649, 106.73848029710119"
18436,9,M1736,18436,M1736,+ V? tr°: 1,,"Th?a 138, t? 4, thìn Nh?n Hïa 1",X? Long Giang,Th? x? Ph??c Long,Bçnh Ph??c,2022-09-21 16:43:19.000, 300.00 ," 5,200,098.00 ","11.853894, 106.982150"
22383,9,M3115b,22383,M3115b,+ V? tr°: 1 (M?t ti?n ???ng s? 2),,"14 ???ng s? 2, KDC Him Lam",Ph??ng TÉn H?ng, Qu?n 7,H? Ch° Minh,2022-09-21 17:11:13.397, 100.00 ," 208,750,134.00 ","10.744618055846619, 106.69733644369087"
23792,9,M3401,23792,M3401,+ V? tr°: 1 (M?t ti?n ???ng ???ng ?? XuÉn H?p),,"Th?a 533, t? 26",Ph??ng Ph??c Long A, Qu?n 9,H? Ch° Minh,2022-09-22 15:10:55.580, 129.40 ," 170,963,622.00 ","10.827514, 106.768654"
23581,9,M3262,23581,M3262,"+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ??i L? Bçnh D??ng, ti?p gi†p ???ng Thu?n Giao 13)",,"Th?a 128 - 129, t? 161(C1)",Ph??ng Thu?n Giao,ThÖnh ph? Thu?n An,Bçnh D??ng,2022-09-23 10:50:08.347, 377.90 ," 64,132,772.00 ","10.953028, 106.704632"
23674,9,M3317,23674,M3317,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n Qu?c L? 13 ?o?n th? tr?n Ch?n ThÖnh),,"Th?a 545, t? 2, ?p 3",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-09-23 11:47:37.730, 50.00 ," 46,363,952.00 ","11.455222, 106.615806"
23785,9,M3394,23785,M3394,+ V? tr°: 1,,"1 ???ng s? 14, kp3",Ph??ng Bçnh An, Qu?n 2,H? Ch° Minh,2022-09-23 17:08:31.817, 40.62 ," 144,641,662.00 ","10.7905795, 106.7328794"
23479,9,M3192,23479,M3192,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? Th?p),,132 Nguy?n Th? Th?p + 134/2 Nguy?n Th? Th?p,Ph??ng Bçnh Thu?n, Qu?n 7,H? Ch° Minh,2022-09-23 17:33:34.337, 77.81 ," 226,252,708.00 ","10.738179902393037, 106.7202096841825"
21061,7,M2881,21061,M2881,"+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng 2 th†ng 4 (Qu?c L? 13), ti?p gi†p ???ng ph°a sau m?t ti?n Ph?m H?ng Th†i)",,"Th?a 102, t? 51, kp2",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-09-26 14:22:01.030, 100.00 ," 33,800,258.00 ","11.437432, 106.615034"
21049,9,M2873b,21049,M2873b,+ V? tr°: 1,,"Th?a 822, t? 27, ?p Hi?u C?m",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-09-27 14:21:15.967, 100.00 ," 11,016,257.00 ","11.414567, 106.626104"
21048,9,M2873a,21048,M2873a,+ V? tr°: 1,,"Th?a 624, t? 27, ?p Hi?u C?m",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-09-27 14:31:19.853, 100.00 ," 10,711,224.00 ","11.416879, 106.624483"
17406,9,M0959,17406,M0959,+ V? tr°: 1,,"Th?a 331, t? 9, kp Long ?i?n 2",Ph??ng Long Ph??c,Th? x? Ph??c Long,Bçnh Ph??c,2022-09-28 10:00:15.257, -   , -   ,"11.838283, 106.946168"
23638,9,M3290,23638,M3290,+ V? tr°: 1 (M?t ti?n ???ng ???ng n?i b? KDC ??o Kim C??ng),,"Th?a 587, t? 32",Ph??ng Tr??ng Th?nh, Qu?n 9,H? Ch° Minh,2022-09-28 15:54:43.413, 93.60 ," 83,073,841.00 ","10.816523, 106.842490"
23725,9,M3358,23725,M3358,+ V? tr°: 1 (M?t ti?n ???ng Là Minh XuÉn),,116 Là Minh XuÉn,Ph??ng 7,Qu?n TÉn Bçnh,H? Ch° Minh,2022-09-28 17:24:59.767, 71.63 ," 295,027,824.00 ","10.787187, 106.654409"
23764,9,M3377,23764,M3377,+ V? tr°: 1 (M?t ti?n ???ng Bçnh ??c),,16A Bçnh ??c,Ph??ng 15, Qu?n 8,H? Ch° Minh,2022-09-28 17:36:22.360, 61.00 ," 70,949,260.00 ","10.724168,106.631700"
23907,9,M3470,23907,M3470,+ V? tr°: 1 (M?t ti?n ???ng Chu V?n An),,"Th?a 40, t? c?m k° hi?u N1-4",Ph??ng TÉn Ph£,Th? x? ??ng XoÖi,Bçnh Ph??c,2022-09-28 18:24:27.257, 251.10 ," 19,213,577.00 ","11.5473067, 106.8988278"
17084,9,M0711a,17084,M0711a,+ V? tr°: 1,,"Th?a 34, t? 41, thìn 8",X? Long H?ng,Huy?n Ph£ Ri?ng,Bçnh Ph??c,2022-09-29 16:23:23.680, 886.00 ," 8,326,381.00 ","11.778894, 106.902655"
17331,9,M0885,17331,M0885,+ V? tr°: 1,,"Th?a 418, t? 27, kp Ph??c V?nh",Ph??ng Ph??c Bçnh,Th? x? Ph??c Long,Bçnh Ph??c,2022-09-30 10:03:25.160, -   , -   ,"11.808047, 106.970281"
20978,9,M2774d,20978,M2774d,+ V? tr°: 1 (M?t ti?n ???ng V? Th? S†u),,189 V? Th? S†u,Ph??ng 7, Qu?n 3,H? Ch° Minh,2022-09-30 14:17:32.897, 141.82 ," 380,773,125.00 ","10.781601, 106.685857"
18262,9,M1602b,18262,M1602b,+ V? tr°: 1,,"Th?a 75, t? 63, kp5",Ph??ng Th†c M?,Th? x? Ph??c Long,Bçnh Ph??c,2022-10-04 12:10:23.100, 100.00 ," 10,618,854.00 ","11.825360, 107.015384"
23909,9,M3472,23909,M3472,+ V? tr°: 1 (M?t ti?n ???ng V? V?n T?n),,"Th?a 3, t? c?m c¢ k? hi?u B-20, Khu TTTM",Ph??ng TÉn Bçnh,Th? x? ??ng XoÖi,Bçnh Ph??c,2022-10-04 14:48:01.100, 118.40 ," 94,424,744.00 ","11.533560, 106.896640"
23740,9,M3362,23740,M3362,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n ??c Thu?n (??i l? Bçnh D??ng - Ph?m Ng?c Th?ch)),,"Th?a 936, t? 06-2",Ph??ng Hi?p ThÖnh,ThÖnh ph? Th? D?u M?t,Bçnh D??ng,2022-10-05 14:10:41.653, 630.00 ," 30,661,191.00 ","11.005126, 106.655471"
23987,9,M3530b,23987,M3530b,+ V? tr°: 1 (M?t ti?n ???ng 2A),,"Th?a 42, t? 52",X? ?ìng HÖ,Huy?n ??c Linh,Bçnh Thu?n,2022-10-07 16:48:49.850, 110.00 ," 11,045,455.00 ","11.023584, 107.496559"
23988,9,M3530c,23988,M3530c,+ V? tr°: 1 (M?t ti?n ???ng 4),,"Th?a 237, t? 49",X? ?ìng HÖ,Huy?n ??c Linh,Bçnh Thu?n,2022-10-07 16:49:14.280, 110.00 ," 10,000,000.00 ","11.024194, 107.496541"
23989,9,M3530d,23989,M3530d,+ V? tr°: 1 (M?t ti?n ???ng 4),,"Th?a 262, t? 49",X? ?ìng HÖ,Huy?n ??c Linh,Bçnh Thu?n,2022-10-07 16:49:36.137, 110.00 ," 10,000,000.00 ","11.024180, 107.496542"
23986,9,M3530a,23986,M3530a,+ V? tr°: 1 (M?t ti?n ???ng 2A),,"Th?a 9, t? 52",X? ?ìng HÖ,Huy?n ??c Linh,Bçnh Thu?n,2022-10-07 16:51:54.893, 110.00 ," 11,045,455.00 ","11.023623, 107.496643"
21166,9,M2955,21166,M2955,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? Minh Khai),,"Th?a 1914, t? 42, kp TÉn Ph£ 2",Ph??ng TÉn Bçnh,ThÖnh Ph? D? An,Bçnh D??ng,2022-10-10 11:50:10.397, 250.00 ," 42,124,221.00 ","10.937487, 106.765900"
